ccn,hospital_name,address,teléfono,municipality,province,autonomous_community,postal_code,beds,cod_clase_de_centro,center_type,cod_dep_funcional,management_type,forma_parte_complejo,codidcom,nombre_del_complejo,alta,email
1328000062,hospital universitario de getafe,"carretera de madrid-toledo km.12,500",916839360,getafe,madrid,madrid,28905,543,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,
1328000088,casta guadarrama,"carretera de la coruña km.50,300",915949500,guadarrama,madrid,madrid,28440,160,C14,hospitales de salud mental y tratamiento de toxicomanías,20,privados,N,0,Independent,N,
1328000033,hospital de guadarrama,paseo molino del rey 2,918562000,guadarrama,madrid,madrid,28440,144,C13,hospitales de media y larga estancia,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,
1328020933,hospital universitario josé germain,calle aragón 17,000000000,leganés,madrid,madrid,28913,134,C14,hospitales de salud mental y tratamiento de toxicomanías,2,servicios e institutos de salud de las comunidades autónomas,S,281427,Instituto Psiquiátrico Servicios de Salud Mental José Germain,N,
1328000049,hospital universitario josé germain,calle luna 1,915856500,leganés,madrid,madrid,28911,41,C14,hospitales de salud mental y tratamiento de toxicomanías,2,servicios e institutos de salud de las comunidades autónomas,S,281427,Instituto Psiquiátrico Servicios de Salud Mental José Germain,N,desviat@ipsqgermain.es
1328000042,hospital universitario severo ochoa,avenida orellana s/n,914818000,leganés,madrid,madrid,28911,386,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,eareas@hso.es
1328021504,"fraternidad muprespa, mutua colaboradora con la seguridad social nº 275",paseo de la habana 83,000000000,madrid,madrid,madrid,28036,50,C12,hospitales especializados,21,mútuas colaboradoras con la seguridad social,N,0,Independent,N,
1328000057,sanatorio nuestra señora del rosario,calle del príncipe de vergara 53,914359100,madrid,madrid,madrid,28006,165,C11,hospitales generales,20,privados,N,0,Independent,N,s.rosario@futurmet.es
1328000029,fundación instituto san josé,calle del pinar de san josé 98,915080140,madrid,madrid,madrid,28054,305,C13,hospitales de media y larga estancia,20,privados,N,0,Independent,N,paloma@ohsjd.es
1328000074,hospital universitario la moraleja,avenida de francisco pi y margall 81,913244805,madrid,madrid,madrid,28050,121,C11,hospitales generales,20,privados,N,0,Independent,N,
1328000030,hospital ruber internacional,calle de la maso 38,913875000,madrid,madrid,madrid,28034,143,C11,hospitales generales,20,privados,N,0,Independent,N,
1328000053,hospital la milagrosa s.a.,calle de modesto lafuente 14,914472100,madrid,madrid,madrid,28010,142,C11,hospitales generales,20,privados,N,0,Independent,N,
1328000018,hospital beata maría ana,calle del doctor esquerdo 83,914097423,madrid,madrid,madrid,28007,163,C11,hospitales generales,20,privados,N,0,Independent,N,
1328000079,hospital centro de cuidados laguna,calle del concejal francisco josé jiménez martin 128,914010708,madrid,madrid,madrid,28047,47,C13,hospitales de media y larga estancia,20,privados,N,0,Independent,N,
1328000065,clínica cemtro,avenida del ventisquero de la condesa 42,917355757,madrid,madrid,madrid,28035,100,C11,hospitales generales,20,privados,N,0,Independent,N,
1328000052,"sanatorio esquerdo, s.a.",avenida de los poblados 70,917061100,madrid,madrid,madrid,28044,130,C14,hospitales de salud mental y tratamiento de toxicomanías,20,privados,N,0,Independent,N,
1328000046,clínica lópez ibor,calle del doctor juan josé lópez ibor 2,913162740,madrid,madrid,madrid,28035,67,C14,hospitales de salud mental y tratamiento de toxicomanías,20,privados,N,0,Independent,N,
1328000054,clínica dr. león,plaza de mariano de cavia 3,914332948,madrid,madrid,madrid,28007,96,C14,hospitales de salud mental y tratamiento de toxicomanías,20,privados,N,0,Independent,N,
1328000011,hospital hm nuevo belén,calle de josé silva 7,917444100,madrid,madrid,madrid,28043,60,C12,hospitales especializados,20,privados,N,0,Independent,N,
1328000013,hospital ruber juan bravo,calle de juan bravo 49,914026100,madrid,madrid,madrid,28006,146,C11,hospitales generales,20,privados,N,0,Independent,N,
1328000010,hospital nuestra señora de américa,calle de arturo soria 103-105-107,914130061,madrid,madrid,madrid,28043,100,C11,hospitales generales,20,privados,N,0,Independent,N,
1328000061,hospital hestia madrid,carretera de colmenar viejo km.16,917340500,madrid,madrid,madrid,28049,297,C13,hospitales de media y larga estancia,20,privados,N,0,Independent,N,
1328000058,hospital virgen del mar,calle de honduras 14,913539500,madrid,madrid,madrid,28016,73,C11,hospitales generales,20,privados,N,0,Independent,N,
1328000050,clínica nuestra señora de la paz,calle de lópez de hoyos 259,914156000,madrid,madrid,madrid,28043,99,C14,hospitales de salud mental y tratamiento de toxicomanías,20,privados,N,0,Independent,N,
1328000060,hospital quironsalud san josé,calle de cartagena 111,914153100,madrid,madrid,madrid,28002,84,C11,hospitales generales,20,privados,N,0,Independent,N,
1328000024,hospital de la v.o.t. de san francisco de asís,calle de san bernabé 13,913657600,madrid,madrid,madrid,28005,74,C190,otros centros con internamiento,20,privados,N,0,Independent,N,
1328026683,alm. univass s.l.,calle de las cerilleras 7,000000000,madrid,madrid,madrid,28054,39,C13,hospitales de media y larga estancia,20,privados,N,0,Independent,S,
1328000078,hospital universitario hm sanchinarro,calle de oña 10,917567800,madrid,madrid,madrid,28050,198,C11,hospitales generales,20,privados,N,0,Independent,N,
1328000064,hospital ha universitario moncloa,avenida de valladolid 83,915954500,madrid,madrid,madrid,28008,235,C11,hospitales generales,20,privados,N,0,Independent,N,
1328000059,hospital san francisco de asís,calle de joaquín costa 28,915630360,madrid,madrid,madrid,28002,168,C11,hospitales generales,20,privados,N,0,Independent,N,
1328000015,"hospital viamed santa elena, s.l",calle de la granja 8,914539400,madrid,madrid,madrid,28003,82,C190,otros centros con internamiento,20,privados,N,0,Independent,N,
1328000009,hospital universitario fundación jiménez díaz,avenida de los reyes católicos 2,915504800,madrid,madrid,madrid,28040,651,C11,hospitales generales,20,privados,N,0,Independent,N,rvelez@fjd.es
1328020032,clínica universidad de navarra,calle del marquesado de santa marta 1,000000000,madrid,madrid,madrid,28022,72,C11,hospitales generales,20,privados,N,0,Independent,N,
1328000077,hospital pardo de aravaca,calle de la salle 12,917402682,madrid,madrid,madrid,28023,88,C11,hospitales generales,20,privados,N,0,Independent,N,
1328000069,hospital md anderson cáncer center madrid,calle de gómez hemans 2,913834980,madrid,madrid,madrid,28033,99,C12,hospitales especializados,20,privados,N,0,Independent,N,
1328000063,clínica isadora s.a.,calle de los pirineos 7,913111000,madrid,madrid,madrid,28040,20,C190,otros centros con internamiento,20,privados,N,0,Independent,N,
1328000051,clínica san miguel,calle de arturo soria 204,914135011,madrid,madrid,madrid,28043,145,C14,hospitales de salud mental y tratamiento de toxicomanías,20,privados,N,0,Independent,N,
1328000040,hospital san rafael,calle de serrano 199,915649943,madrid,madrid,madrid,28016,184,C11,hospitales generales,20,privados,N,0,Independent,N,
1328000025,hospital universitario hm madrid,plaza del conde del valle de suchil 16,914476600,madrid,madrid,madrid,28015,99,C11,hospitales generales,20,privados,N,0,Independent,N,contabilidad@hospitaldemadrid.com
1328000014,hospital san camilo,calle de juan bravo 39,914022100,madrid,madrid,madrid,28006,81,C11,hospitales generales,20,privados,N,0,Independent,N,
1328000008,hospital universitario la zarzuela,calle de pléyades 25,915858000,madrid,madrid,madrid,28023,112,C11,hospitales generales,20,privados,N,0,Independent,N,
1328000007,"clínica la luz, s.l.",calle del maestro ángel llorca 8,915530500,madrid,madrid,madrid,28003,152,C11,hospitales generales,20,privados,N,0,Independent,N,
1328000006,hospital fuensanta,calle de arturo soria 17,914079295,madrid,madrid,madrid,28027,20,C11,hospitales generales,20,privados,N,0,Independent,N,fuensanta@tecnivia.com
1328019438,hospital central de la defensa gómez ulla,glorieta del ejercito s/n,914222000,madrid,madrid,madrid,28047,475,C11,hospitales generales,7,ministerio de defensa,N,0,Independent,N,
1328000023,hospital universitario de la princesa,calle de diego de león 62,915202200,madrid,madrid,madrid,28006,524,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,
1328000017,hospital universitario 12 de octubre,avenida de córdoba s/n,913908000,madrid,madrid,madrid,28041,1196,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,
1328000039,hospital universitario ramón y cajal,"carretera de colmenar viejo km.9,1",913368000,madrid,madrid,madrid,28034,892,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,
1328000036,hospital psiquiátrico doctor rodríguez lafora,"carretera de colmenar viejo k.13,8",915867500,madrid,madrid,madrid,28049,336,C14,hospitales de salud mental y tratamiento de toxicomanías,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,
1328000028,hospital infantil universitario niño jesús,avenida de menéndez pelayo 65,915035900,madrid,madrid,madrid,28009,170,C12,hospitales especializados,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,
1328000041,hospital universitario santa cristina,calle de o'donnell 59,915574300,madrid,madrid,madrid,28009,156,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,
1328000043,hospital universitario clínico san carlos,calle del profesor martin lagos s/n,913303000,madrid,madrid,madrid,28040,861,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,mahcscgc@insalud.es
1328000031,hospital universitario la paz,paseo de la castellana 261,917277000,madrid,madrid,madrid,28046,966,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,S,281168,Complejo Hospitalario La Paz,N,
1328000027,hospital general universitario gregorio marañón,calle del doctor esquerdo 46,915868000,madrid,madrid,madrid,28007,1140,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,S,280225,Complejo Hospitalario Gregorio Marañón,N,amacho@pgob.hggm.es
1328000019,hospital de cantoblanco,"carretera de colmenar viejo k.14,500",915867575,madrid,madrid,madrid,28049,131,C190,otros centros con internamiento,2,servicios e institutos de salud de las comunidades autónomas,S,281168,Complejo Hospitalario La Paz,N,
1328000016,hospital carlos wii,calle de sinesio delgado 8-10,914532500,madrid,madrid,madrid,28029,90,C190,otros centros con internamiento,2,servicios e institutos de salud de las comunidades autónomas,S,281168,Complejo Hospitalario La Paz,N,
1328000086,hospital universitario infanta leonor,avenida de la gran vía del este 80,911918000,madrid,madrid,madrid,28031,269,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,S,281405,Complejo Hospitalario Infanta Leonor,N,
1328000048,instituto provincial de rehabilitación,calle de francisco silvela 40,915868967,madrid,madrid,madrid,28028,96,C12,hospitales especializados,2,servicios e institutos de salud de las comunidades autónomas,S,280225,Complejo Hospitalario Gregorio Marañón,N,
1328023076,servicio madrileño de salud,avenida de manuel fraga iribarne 2,000000000,madrid,madrid,madrid,28055,652,C190,otros centros con internamiento,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,
1328000044,hospital virgen de la torre,calle del puerto de lumbreras 5,913315814,madrid,madrid,madrid,28031,92,C13,hospitales de media y larga estancia,2,servicios e institutos de salud de las comunidades autónomas,S,281405,Complejo Hospitalario Infanta Leonor,N,
1328000020,"hospital central de la cruz roja, san josé y santa adela",avenida de la reina victoria 22-26,914538300,madrid,madrid,madrid,28003,156,C190,otros centros con internamiento,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,
1328000001,fremap hospital majadahonda,carretera m-515 (pozuelo) 61,917461540,majadahonda,madrid,madrid,28220,116,C12,hospitales especializados,21,mútuas colaboradoras con la seguridad social,N,0,Independent,N,ignacio_lorenzo@fremap.es
1328000087,hospital universitario puerta de hierro majadahonda,calle manuel de falla 1,911916000,majadahonda,madrid,madrid,28222,613,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,
1328016888,hospital universitario hm puerta del sur,avenida de carlos v 70,000000000,móstoles,madrid,madrid,28938,182,C11,hospitales generales,20,privados,N,0,Independent,N,
1328000026,hospital universitario de móstoles,calle rio júcar s/n,916648600,móstoles,madrid,madrid,28935,328,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,secreger@chm.es
1328000090,hospital universitario rey juan carlos,calle gladiolo s/n,000000000,móstoles,madrid,madrid,28933,362,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,
1328000083,hospital universitario infanta cristina,avenida 9 de junio 2,911913000,parla,madrid,madrid,28981,188,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,
1328000076,hospital universitario quironsalud madrid,calle diego de velázquez 1,917992380,pozuelo de alarcón,madrid,madrid,28223,278,C11,hospitales generales,20,privados,N,0,Independent,N,
1328026468,"hm hospitales 1.989, s.a.",avenida de josé hierro 94,000000000,rivas-vaciamadrid,madrid,madrid,28521,60,C11,hospitales generales,20,privados,N,0,Independent,N,
1328000021,hospital el escorial,"carretera de m-600 (guadarrama) km.6,255",918973000,san lorenzo de el escorial,madrid,madrid,28200,92,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,
1328000082,hospital universitario infanta sofía,paseo europa 34,911914000,san sebastián de los reyes,madrid,madrid,28702,276,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,
1328023818,hospital quirón salud valle del henares,avenida constitución 249,000000000,torrejón de ardoz,madrid,madrid,28850,79,C11,hospitales generales,20,privados,N,0,Independent,N,
1328000089,hospital universitario de torrejón,calle mateo inurria 1,000000000,torrejón de ardoz,madrid,madrid,28850,250,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,
1328000072,hospital universitario hm torrelodones,avenida castillo de olivares s/n,912675000,torrelodones,madrid,madrid,28250,86,C11,hospitales generales,20,privados,N,0,Independent,N,
1328000080,hospital universitario infanta elena,avenida reyes católicos 21,918948410,valdemoro,madrid,madrid,28342,186,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,
1328000035,hospital virgen de la poveda,carretera m-952 (acceso al hospital) km.5,918608000,villa del prado,madrid,madrid,28630,202,C13,hospitales de media y larga estancia,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,
129001087,hospital  de antequera,avenida poeta muñoz rojas s/n,951061008,antequera,málaga,andalucía,29200,159,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,informacion2.han.sspa@juntadeandalucia.e
129001928,hospital vithas xanit internacional,avenida de los argonautas s/n,952443119,benalmádena,málaga,andalucía,29630,125,C11,hospitales generales,20,privados,N,0,Independent,N,xanit@xanit.net
129001929,fundación cudeca. centro de cuidados paliativos,avenida del cosmos s/n,952564910,benalmádena,málaga,andalucía,29631,15,C12,hospitales especializados,20,privados,N,0,Independent,N,
129002204,hospital de alta resolución de benalmádena,avenida arroyo hondo s/n,951976000,benalmádena,málaga,andalucía,29630,1,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,S,290252,Hospital Universitario Virgen de La Victoria,N,
129001851,clínicas del sur slu,carretera nacional 340 s/n,952760600,estepona,málaga,andalucía,29680,74,C11,hospitales generales,20,privados,N,0,Independent,N,estepona@hospiten.com
129002973,hospital vithas xanit estepona,avenida andalucía 2 y 4,952808100,estepona,málaga,andalucía,29680,10,C11,hospitales generales,20,privados,N,0,Independent,N,info@cenythospital.com
129007460,hospital de alta resolución de estepona,calle irene villa gonzález 9,951976617,estepona,málaga,andalucía,29680,14,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,S,290539,Hospital Costa del Sol,N,gerencia@hcs.es
129001091,hospital psiquiátrico san francisco de asís,avenida hernán núñez de toledo 5,952201464,málaga,málaga,andalucía,29018,180,C14,hospitales de salud mental y tratamiento de toxicomanías,20,privados,N,0,Independent,N,hospital@hospitalsanfrancisco.com
129001090,centro asistencial san juan de dios,camino casabermeja 126,952250550,málaga,málaga,andalucía,29014,398,C14,hospitales de salud mental y tratamiento de toxicomanías,20,privados,N,0,Independent,N,centro11@malaga1.betica.sanjuandedios-oh
129001080,hm el pilar,paseo de sancha 15,952217606,málaga,málaga,andalucía,29016,24,C11,hospitales generales,20,privados,N,0,Independent,N,direccion@clinicadelpilar.com
129001084,hospital el ángel,calle corregidor nicolás isidro 16,952045000,málaga,málaga,andalucía,29007,138,C11,hospitales generales,20,privados,N,0,Independent,N,elangel@analizalab.com
129001081,hm málaga,avenida carlos haya 121,952287766,málaga,málaga,andalucía,29010,105,C11,hospitales generales,20,privados,N,0,Independent,N,info@clinicadelaencarnacion.com
129001085,centro asistencial hnas. hospitalarias del  sagrado corazón de jesús,calle san juan bosco 41,952256150,málaga,málaga,andalucía,29014,321,C14,hospitales de salud mental y tratamiento de toxicomanías,20,privados,N,0,Independent,N,
129001082,hm gálvez,calle san agustín 1,952224295,málaga,málaga,andalucía,29015,62,C11,hospitales generales,20,privados,N,0,Independent,N,
129001079,hospital vithas parque san antonio,avenida pintor joaquín sorolla 2,952211050,málaga,málaga,andalucía,29016,100,C11,hospitales generales,20,privados,N,0,Independent,N,jmtamara@parquesanantonio.nehos.com
129002504,hospital quironsalud málaga,avenida imperio argentina 1,952176016,málaga,málaga,andalucía,29004,132,C11,hospitales generales,20,privados,N,0,Independent,N,direccion.mlg@quironsalud.es
129001071,hospital civil,plaza del hospital civil s/n,951030300,málaga,málaga,andalucía,29009,201,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,S,290234,Hospital Universitario Regional de Málaga,N,
129007432,hospital valle de guadalhorce de cartama,"carretera autovía a-357 málaga - campiña, km 49 s/n",951291105,málaga,málaga,andalucía,29570,28,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,S,290252,Hospital Universitario Virgen de La Victoria,N,
129001073,hospital universitario virgen de la victoria,calle campus universitario teatinos s/n,951032000,málaga,málaga,andalucía,29010,657,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,S,290252,Hospital Universitario Virgen de La Victoria,N,
129001070,hospital materno infantil del h.u.r.  de  málaga,calle arroyo de los ángeles s/n,951030200,málaga,málaga,andalucía,29009,349,C12,hospitales especializados,2,servicios e institutos de salud de las comunidades autónomas,S,290234,Hospital Universitario Regional de Málaga,N,
129001068,hospital universitario regional de málaga,avenida carlos haya s/n,951030100,málaga,málaga,andalucía,29010,523,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,S,290234,Hospital Universitario Regional de Málaga,N,
129003159,centro de reproducción asistida de marbella (ceram),calle maestra doña carola 8,952899350,marbella,málaga,andalucía,29602,22,C11,hospitales generales,20,privados,N,0,Independent,N,gestion@hospitalceram.com
129001424,hospital ochoa,paseo alfonso cañas nogueras (paseo marítimo) s/n,952861400,marbella,málaga,andalucía,29603,22,C11,hospitales generales,20,privados,N,0,Independent,N,secretariadireccion@hospitalochoa.com
129001092,htc marbella international hospital,calle ventura del mar 11,952908628,marbella,málaga,andalucía,29660,12,C11,hospitales generales,20,privados,N,0,Independent,N,bdc@marbellahighcare.com
129000185,helicópteros sanitarios hospital,carretera nacional 340 s/n,952816767,marbella,málaga,andalucía,29600,10,C11,hospitales generales,20,privados,N,0,Independent,N,
129001088,hospital quironsalud marbella,avenida severo ochoa 22,952774200,marbella,málaga,andalucía,29603,75,C11,hospitales generales,20,privados,N,0,Independent,N,
129001066,hospital costa del sol,carretera autovía a-7 s/n,951976669,marbella,málaga,andalucía,29603,408,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,S,290539,Hospital Costa del Sol,N,gerencia@hcs.es
129007039,hospital de la serranía,"carretera ronda-san pedro, km. 2 s/n",951065077,ronda,málaga,andalucía,29400,150,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,direccion.hsr.sspa@juntadeandalucia.es
129001083,hospital internacional hm santa elena,urbanizacion los álamos s/n,952386266,torremolinos,málaga,andalucía,29620,90,C11,hospitales generales,20,privados,N,0,Independent,N,csantaelena@csantaelena.com
129001075,hospital marítimo de  torremolinos,calle sanatorio 5,951033735,torremolinos,málaga,andalucía,29620,89,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,S,290252,Hospital Universitario Virgen de La Victoria,N,
129001086,clínica el seranil,carretera almería s/n,952513267,vélez-málaga,málaga,andalucía,29790,60,C14,hospitales de salud mental y tratamiento de toxicomanías,20,privados,N,0,Independent,N,clinica@seranil.com
129001077,hospital de la axarquia,avenida del sol 43,951067010,vélez-málaga,málaga,andalucía,29740,219,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,
1430000065,hospital viamed san josé,calle maestra lola meseguer s/n,658762214,alcantarilla,murcia,región de murcia,30820,139,C190,otros centros con internamiento,20,privados,N,0,Independent,N,sanjose@viamedsalud.com
1430000068,hospital centro medico virgen de la caridad caravaca,calle doctor robles s/n,968705541,caravaca de la cruz,murcia,región de murcia,30400,39,C190,otros centros con internamiento,20,privados,N,0,Independent,N,rmateo@cmvcaridad.com
1430000061,hospital comarcal del noroeste,avenida miguel espinosa s/n,968709100,caravaca de la cruz,murcia,región de murcia,30400,115,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,josea.gallardo@carm.es
1430000348,hospital c. m. virgen de la caridad cartagena,calle jorge juan 30,968506666,cartagena,murcia,región de murcia,30205,59,C190,otros centros con internamiento,20,privados,N,0,Independent,N,amelia@cmvcaridad.com
1430000001,hospital ntra. sra. del perpetuo socorro,calle sebastián feringan 12,968510500,cartagena,murcia,región de murcia,30205,214,C190,otros centros con internamiento,20,privados,N,0,Independent,N,directoragerente@hperpetuosocorro.es
1430002216,hospital perpetuo socorro alameda,calle alameda san antón 6,968510500,cartagena,murcia,región de murcia,30205,93,C190,otros centros con internamiento,20,privados,N,0,Independent,N,directora-gestion@perpetuosocorro.es
1430000054,santo y real hospital de caridad,camino barrio peral s/n,968510300,cartagena,murcia,región de murcia,30310,154,C13,hospitales de media y larga estancia,20,privados,N,0,Independent,N,
1430000062,hospital santa maría del rosell,paseo alfonso wii 61,968504800,cartagena,murcia,región de murcia,30203,41,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,S,300351,Complejo Hospitalario de Cartagena CHC,N,
1430000036,hospital general universitario santa lucia,calle mezquita (paraje los arcos) s/n,968128600,cartagena,murcia,región de murcia,30202,603,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,S,300351,Complejo Hospitalario de Cartagena CHC,N,
1430000066,fundación hospital real piedad,plaza mesoncico 3,968741156,cehegín,murcia,región de murcia,30430,40,C13,hospitales de media y larga estancia,20,privados,N,0,Independent,N,fundacionrealpiedad@hrpiedad.es
1430000058,hospital de la vega lorenzo guirao,carretera de abaran s/n,968775550,cieza,murcia,región de murcia,30530,124,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,luis.javega@carm.es
1430000064,hospital virgen del alcázar de lorca,alameda de los tristes s/n,968468600,lorca,murcia,región de murcia,30800,175,C190,otros centros con internamiento,20,privados,N,0,Independent,N,hospital@virgendelalcazar.com
1430000063,hospital rafael méndez,"carretera nacional 340, km 589 s/n",968445500,lorca,murcia,región de murcia,30817,287,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,miguela.quinonero@carm.es
1430000002,ribera hospital de molina,calle asociación s/n,968644030,molina de segura,murcia,región de murcia,30500,83,C190,otros centros con internamiento,20,privados,N,0,Independent,N,phernandez@hospitaldemolina.com
1430000057,hospital  ibermutuamur - patología laboral,calle antonio rocamora 4,968394000,murcia,murcia,región de murcia,30100,26,C12,hospitales especializados,21,mútuas colaboradoras con la seguridad social,N,0,Independent,N,mariadoloressalva@ibermutua.es
1430000003,hospital mesa del castillo,ronda sur 20,968246116,murcia,murcia,región de murcia,30010,76,C190,otros centros con internamiento,20,privados,N,0,Independent,N,begomora@mesadelcastillo.com
1430000004,"ita clinic bcn, s l",finca el mayayo 16,968889096,murcia,murcia,región de murcia,30120,62,C14,hospitales de salud mental y tratamiento de toxicomanías,20,privados,N,0,Independent,N,gerencia@clinicasanfelipe.es
1430000056,sanatorio dr. muñoz,carretera cartagena 59,968885550,murcia,murcia,región de murcia,30120,50,C14,hospitales de salud mental y tratamiento de toxicomanías,20,privados,N,0,Independent,N,
1430000055,hospital quironsalud murcia,calle miguel hernández 12,968365000,murcia,murcia,región de murcia,30011,131,C11,hospitales generales,20,privados,N,0,Independent,N,pilar.jimenez@quiron.es
1430000053,hospital la vega grupo ha,calle doctor román alberca s/n,968278100,murcia,murcia,región de murcia,30008,142,C11,hospitales generales,20,privados,N,0,Independent,N,admon@clinicavirgendelavega.es
1430000060,hospital clínico universitario virgen de la arrixaca,carretera madrid-cartagena s/n,968369500,murcia,murcia,región de murcia,30120,920,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,marianae.villaescusa@carm.es
1430000067,hospital psiquiátrico román alberca,calle lorca 58 calle lorca 58,968365800,murcia,murcia,región de murcia,30120,105,C14,hospitales de salud mental y tratamiento de toxicomanías,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,antonio.ortiz@carm.es
1430000005,hospital general universitario reina sofía,avenida intendente jorge palacios 1,968359000,murcia,murcia,región de murcia,30003,346,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,luis.javega@carm.es
1430000051,hospital g. universitario j.m. morales meseguer,avenida marques de los vélez 0,968240601,murcia,murcia,región de murcia,30008,394,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,manuelj.buades@carm.es
1430000047,hospital general universitario los arcos del mar menor,paraje torre octavio s/n,968565000,san javier,murcia,región de murcia,30739,255,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,
1430000007,hospital de cuidados medios villademar,avenida concejal mariano henarejos 13,968187346,san pedro del pinatar,murcia,región de murcia,30740,99,C13,hospitales de media y larga estancia,20,privados,N,0,Independent,N,notificaciones@villademar.com
1430000059,hospital virgen del castillo,avenida de la feria s/n,968719804,yecla,murcia,región de murcia,30510,98,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,luis.javega@carm.es
1531000740,clínica psicogeriatría josefina arregui,calle erburua s/n -,948563850,altsasu/alsasua,navarra,c. foral de navarra,31800,21,C14,hospitales de salud mental y tratamiento de toxicomanías,20,privados,N,0,Independent,N,administracion@josefinaarregui.com
1531000734,centro hospitalario benito menni,calle mendinueta s/n -,948452162,baztan,navarra,c. foral de navarra,31700,158,C14,hospitales de salud mental y tratamiento de toxicomanías,20,privados,N,0,Independent,N,mzabalza.mennipamplona@hospitalarias.es
250000085,unidad de rehabilitación de larga estancia,carretera sos s/n,976675479,sádaba,zaragoza,aragón,50670,45,C14,hospitales de salud mental y tratamiento de toxicomanías,22,organizaciones no gubernamentales,N,0,Independent,N,
250000001,hospital san juan de dios,paseo colon 14,976271660,zaragoza,zaragoza,aragón,50006,188,C13,hospitales de media y larga estancia,22,organizaciones no gubernamentales,N,0,Independent,N,hsjdzaragoza@ohsjd.es
250000067,unidad rehabilitadora de media estancia profesor rey ardid,calle camino viejo de la alfocea 10,976731000,zaragoza,zaragoza,aragón,50191,39,C14,hospitales de salud mental y tratamiento de toxicomanías,22,organizaciones no gubernamentales,N,0,Independent,N,rjuslibol@reyardid.org
250000070,centro neuropsiquiátrico nuestra señora del carmen,camino abejar 100,976770635,zaragoza,zaragoza,aragón,50190,277,C14,hospitales de salud mental y tratamiento de toxicomanías,22,organizaciones no gubernamentales,N,0,Independent,N,gerencia@neuronscarmen.org
250000087,hospital maz,avenida academia general militar 74,976748000,zaragoza,zaragoza,aragón,50015,81,C11,hospitales generales,21,mútuas colaboradoras con la seguridad social,N,0,Independent,N,maz@maz.es
