ccn,hospital_name,address,phone,municipality,province,autonomous_community,postcode,beds,cod_clase_de_centro,center_type,cod_dep_funcional,management_type,forma_parte_complejo,codidcom,nombre_del_complejo,alta,email
1328000042,Hospital Universitario Severo Ochoa,Avenida Orellana S/N,914818000,Leganés,Madrid,Madrid,28911,386,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,eareas@hso.es
1328021504,"Fraternidad Muprespa, Mutua Colaboradora Con La Seguridad Social Nº 275",Paseo De La Habana 83,000000000,Madrid,Madrid,Madrid,28036,50,C12,Hospitales especializados,21,Mútuas Colaboradoras con La Seguridad Social,N,0,Independent,N,Not Available
1328000057,Sanatorio Nuestra Señora del Rosario,Calle Del Príncipe de Vergara 53,914359100,Madrid,Madrid,Madrid,28006,165,C11,Hospitales Generales,20,Privados,N,0,Independent,N,s.rosario@futurmet.es
1328000029,Fundación Instituto San José,Calle Del Pinar de San José 98,915080140,Madrid,Madrid,Madrid,28054,305,C13,Hospitales de media y larga estancia,20,Privados,N,0,Independent,N,paloma@ohsjd.es
1328000074,Hospital Universitario La Moraleja,Avenida De Francisco Pi y Margall 81,913244805,Madrid,Madrid,Madrid,28050,121,C11,Hospitales Generales,20,Privados,N,0,Independent,N,Not Available
1328000030,Hospital Ruber Internacional,Calle De La Maso 38,913875000,Madrid,Madrid,Madrid,28034,143,C11,Hospitales Generales,20,Privados,N,0,Independent,N,Not Available
1328000053,Hospital La Milagrosa S.A.,Calle De Modesto Lafuente 14,914472100,Madrid,Madrid,Madrid,28010,142,C11,Hospitales Generales,20,Privados,N,0,Independent,N,Not Available
1328000018,Hospital Beata María Ana,Calle Del Doctor Esquerdo 83,914097423,Madrid,Madrid,Madrid,28007,163,C11,Hospitales Generales,20,Privados,N,0,Independent,N,Not Available
1328000079,Hospital Centro de Cuidados Laguna,Calle Del Concejal Francisco José Jiménez Martin 128,914010708,Madrid,Madrid,Madrid,28047,47,C13,Hospitales de media y larga estancia,20,Privados,N,0,Independent,N,Not Available
1328000065,Clínica Cemtro,Avenida Del Ventisquero de La Condesa 42,917355757,Madrid,Madrid,Madrid,28035,100,C11,Hospitales Generales,20,Privados,N,0,Independent,N,Not Available
1328000052,"Sanatorio Esquerdo, S.A.",Avenida De Los Poblados 70,917061100,Madrid,Madrid,Madrid,28044,130,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,0,Independent,N,Not Available
1328000046,Clínica López Ibor,Calle Del Doctor Juan José López Ibor 2,913162740,Madrid,Madrid,Madrid,28035,67,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,0,Independent,N,Not Available
1328000054,Clínica Dr. León,Plaza De Mariano de Cavia 3,914332948,Madrid,Madrid,Madrid,28007,96,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,0,Independent,N,Not Available
1328000011,Hospital Hm Nuevo Belén,Calle De José Silva 7,917444100,Madrid,Madrid,Madrid,28043,60,C12,Hospitales especializados,20,Privados,N,0,Independent,N,Not Available
1328000013,Hospital Ruber Juan Bravo,Calle De Juan Bravo 49,914026100,Madrid,Madrid,Madrid,28006,146,C11,Hospitales Generales,20,Privados,N,0,Independent,N,Not Available
1328000010,Hospital Nuestra Señora de América,Calle De Arturo Soria 103-105-107,914130061,Madrid,Madrid,Madrid,28043,100,C11,Hospitales Generales,20,Privados,N,0,Independent,N,Not Available
1328000061,Hospital Hestia Madrid,Carretera De Colmenar Viejo KM.16,917340500,Madrid,Madrid,Madrid,28049,297,C13,Hospitales de media y larga estancia,20,Privados,N,0,Independent,N,Not Available
1328000058,Hospital Virgen del Mar,Calle De Honduras 14,913539500,Madrid,Madrid,Madrid,28016,73,C11,Hospitales Generales,20,Privados,N,0,Independent,N,Not Available
1328000050,Clínica Nuestra Señora de La Paz,Calle De López de Hoyos 259,914156000,Madrid,Madrid,Madrid,28043,99,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,0,Independent,N,Not Available
1328000060,Hospital Quironsalud San José,Calle De Cartagena 111,914153100,Madrid,Madrid,Madrid,28002,84,C11,Hospitales Generales,20,Privados,N,0,Independent,N,Not Available
1328000024,Hospital de La V.O.T. de San Francisco de Asís,Calle De San Bernabé 13,913657600,Madrid,Madrid,Madrid,28005,74,C190,Otros Centros con Internamiento,20,Privados,N,0,Independent,N,Not Available
1328026683,Alm. Univass S.L.,Calle De Las Cerilleras 7,000000000,Madrid,Madrid,Madrid,28054,39,C13,Hospitales de media y larga estancia,20,Privados,N,0,Independent,S,Not Available
1328000078,Hospital Universitario Hm Sanchinarro,Calle De Oña 10,917567800,Madrid,Madrid,Madrid,28050,198,C11,Hospitales Generales,20,Privados,N,0,Independent,N,Not Available
1328000064,Hospital Ha Universitario Moncloa,Avenida De Valladolid 83,915954500,Madrid,Madrid,Madrid,28008,235,C11,Hospitales Generales,20,Privados,N,0,Independent,N,Not Available
1328000059,Hospital San Francisco de Asís,Calle De Joaquín Costa 28,915630360,Madrid,Madrid,Madrid,28002,168,C11,Hospitales Generales,20,Privados,N,0,Independent,N,Not Available
1328000015,"Hospital Viamed Santa Elena, S.L",Calle De La Granja 8,914539400,Madrid,Madrid,Madrid,28003,82,C190,Otros Centros con Internamiento,20,Privados,N,0,Independent,N,Not Available
1328000009,Hospital Universitario Fundación Jiménez Díaz,Avenida De Los Reyes Católicos 2,915504800,Madrid,Madrid,Madrid,28040,651,C11,Hospitales Generales,20,Privados,N,0,Independent,N,rvelez@fjd.es
1328020032,Clínica Universidad de Navarra,Calle Del Marquesado de Santa Marta 1,000000000,Madrid,Madrid,Madrid,28022,72,C11,Hospitales Generales,20,Privados,N,0,Independent,N,Not Available
1328000077,Hospital Pardo de Aravaca,Calle De La Salle 12,917402682,Madrid,Madrid,Madrid,28023,88,C11,Hospitales Generales,20,Privados,N,0,Independent,N,Not Available
1328000069,Hospital Md Anderson Cáncer Center Madrid,Calle De Gómez Hemans 2,913834980,Madrid,Madrid,Madrid,28033,99,C12,Hospitales especializados,20,Privados,N,0,Independent,N,Not Available
1328000063,Clínica Isadora S.A.,Calle De Los Pirineos 7,913111000,Madrid,Madrid,Madrid,28040,20,C190,Otros Centros con Internamiento,20,Privados,N,0,Independent,N,Not Available
1328000051,Clínica San Miguel,Calle De Arturo Soria 204,914135011,Madrid,Madrid,Madrid,28043,145,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,0,Independent,N,Not Available
1328000040,Hospital San Rafael,Calle De Serrano 199,915649943,Madrid,Madrid,Madrid,28016,184,C11,Hospitales Generales,20,Privados,N,0,Independent,N,Not Available
1328000025,Hospital Universitario Hm Madrid,Plaza Del Conde del Valle de Suchil 16,914476600,Madrid,Madrid,Madrid,28015,99,C11,Hospitales Generales,20,Privados,N,0,Independent,N,contabilidad@hospitaldemadrid.com
1328000014,Hospital San Camilo,Calle De Juan Bravo 39,914022100,Madrid,Madrid,Madrid,28006,81,C11,Hospitales Generales,20,Privados,N,0,Independent,N,Not Available
1328000008,Hospital Universitario La Zarzuela,Calle De Pléyades 25,915858000,Madrid,Madrid,Madrid,28023,112,C11,Hospitales Generales,20,Privados,N,0,Independent,N,Not Available
1328000007,"Clínica La Luz, S.L.",Calle Del Maestro Ángel Llorca 8,915530500,Madrid,Madrid,Madrid,28003,152,C11,Hospitales Generales,20,Privados,N,0,Independent,N,Not Available
1328000006,Hospital Fuensanta,Calle De Arturo Soria 17,914079295,Madrid,Madrid,Madrid,28027,20,C11,Hospitales Generales,20,Privados,N,0,Independent,N,fuensanta@tecnivia.com
1328019438,Hospital Central de La Defensa Gómez Ulla,Glorieta Del Ejercito S/N,914222000,Madrid,Madrid,Madrid,28047,475,C11,Hospitales Generales,7,Ministerio de Defensa,N,0,Independent,N,Not Available
1328000023,Hospital Universitario de La Princesa,Calle De Diego de León 62,915202200,Madrid,Madrid,Madrid,28006,524,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,Not Available
1328000017,Hospital Universitario 12 de Octubre,Avenida De Córdoba S/N,913908000,Madrid,Madrid,Madrid,28041,1196,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,Not Available
1328000039,Hospital Universitario Ramón y Cajal,"Carretera De Colmenar Viejo KM.9,1",913368000,Madrid,Madrid,Madrid,28034,892,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,Not Available
1328000036,Hospital Psiquiátrico Doctor Rodríguez Lafora,"Carretera De Colmenar Viejo K.13,8",915867500,Madrid,Madrid,Madrid,28049,336,C14,Hospitales de salud mental y tratamiento de toxicomanías,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,Not Available
1328000028,Hospital Infantil Universitario Niño Jesús,Avenida De Menéndez Pelayo 65,915035900,Madrid,Madrid,Madrid,28009,170,C12,Hospitales especializados,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,Not Available
1328000041,Hospital Universitario Santa Cristina,Calle De O'Donnell 59,915574300,Madrid,Madrid,Madrid,28009,156,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,Not Available
1328000043,Hospital Universitario Clínico San Carlos,Calle Del Profesor Martin Lagos S/N,913303000,Madrid,Madrid,Madrid,28040,861,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,mahcscgc@insalud.es
1328000031,Hospital Universitario La Paz,Paseo De La Castellana 261,917277000,Madrid,Madrid,Madrid,28046,966,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,281168,Complejo Hospitalario La Paz,N,Not Available
1328000027,Hospital General Universitario Gregorio Marañón,Calle Del Doctor Esquerdo 46,915868000,Madrid,Madrid,Madrid,28007,1140,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,280225,Complejo Hospitalario Gregorio Marañón,N,amacho@pgob.hggm.es
1328000019,Hospital de Cantoblanco,"Carretera De Colmenar Viejo K.14,500",915867575,Madrid,Madrid,Madrid,28049,131,C190,Otros Centros con Internamiento,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,281168,Complejo Hospitalario La Paz,N,Not Available
1328000016,Hospital Carlos Wii,Calle De Sinesio Delgado 8-10,914532500,Madrid,Madrid,Madrid,28029,90,C190,Otros Centros con Internamiento,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,281168,Complejo Hospitalario La Paz,N,Not Available
1328000086,Hospital Universitario Infanta Leonor,Avenida De La Gran Vía del Este 80,911918000,Madrid,Madrid,Madrid,28031,269,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,281405,Complejo Hospitalario Infanta Leonor,N,Not Available
1328000048,Instituto Provincial de Rehabilitación,Calle De Francisco Silvela 40,915868967,Madrid,Madrid,Madrid,28028,96,C12,Hospitales especializados,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,280225,Complejo Hospitalario Gregorio Marañón,N,Not Available
1328023076,Servicio Madrileño de Salud,Avenida De Manuel Fraga Iribarne 2,000000000,Madrid,Madrid,Madrid,28055,652,C190,Otros Centros con Internamiento,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,Not Available
1328000044,Hospital Virgen de La Torre,Calle Del Puerto de Lumbreras 5,913315814,Madrid,Madrid,Madrid,28031,92,C13,Hospitales de media y larga estancia,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,281405,Complejo Hospitalario Infanta Leonor,N,Not Available
1328000020,"Hospital Central de La Cruz Roja, San José y Santa Adela",Avenida De La Reina Victoria 22-26,914538300,Madrid,Madrid,Madrid,28003,156,C190,Otros Centros con Internamiento,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,Not Available
1328000001,Fremap Hospital Majadahonda,Carretera M-515 (Pozuelo) 61,917461540,Majadahonda,Madrid,Madrid,28220,116,C12,Hospitales especializados,21,Mútuas Colaboradoras con La Seguridad Social,N,0,Independent,N,ignacio_lorenzo@fremap.es
1328000087,Hospital Universitario Puerta de Hierro Majadahonda,Calle Manuel de Falla 1,911916000,Majadahonda,Madrid,Madrid,28222,613,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,Not Available
1328016888,Hospital Universitario Hm Puerta del Sur,Avenida De Carlos V 70,000000000,Móstoles,Madrid,Madrid,28938,182,C11,Hospitales Generales,20,Privados,N,0,Independent,N,Not Available
1328000026,Hospital Universitario de Móstoles,Calle Rio Júcar S/N,916648600,Móstoles,Madrid,Madrid,28935,328,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,secreger@chm.es
1328000090,Hospital Universitario Rey Juan Carlos,Calle Gladiolo S/N,000000000,Móstoles,Madrid,Madrid,28933,362,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,Not Available
1328000083,Hospital Universitario Infanta Cristina,Avenida 9 de Junio 2,911913000,Parla,Madrid,Madrid,28981,188,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,Not Available
1328000076,Hospital Universitario Quironsalud Madrid,Calle Diego de Velázquez 1,917992380,Pozuelo de Alarcón,Madrid,Madrid,28223,278,C11,Hospitales Generales,20,Privados,N,0,Independent,N,Not Available
1328026468,"Hm Hospitales 1.989, S.A.",Avenida De José Hierro 94,000000000,Rivas-Vaciamadrid,Madrid,Madrid,28521,60,C11,Hospitales Generales,20,Privados,N,0,Independent,N,Not Available
1328000021,Hospital El Escorial,"Carretera De M-600 (Guadarrama) KM.6,255",918973000,San Lorenzo de El Escorial,Madrid,Madrid,28200,92,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,Not Available
1328000082,Hospital Universitario Infanta Sofía,Paseo Europa 34,911914000,San Sebastián de los Reyes,Madrid,Madrid,28702,276,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,Not Available
1328023818,Hospital Quirón Salud Valle del Henares,Avenida Constitución 249,000000000,Torrejón de Ardoz,Madrid,Madrid,28850,79,C11,Hospitales Generales,20,Privados,N,0,Independent,N,Not Available
1328000089,Hospital Universitario de Torrejón,Calle Mateo Inurria 1,000000000,Torrejón de Ardoz,Madrid,Madrid,28850,250,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,Not Available
1328000072,Hospital Universitario Hm Torrelodones,Avenida Castillo de Olivares S/N,912675000,Torrelodones,Madrid,Madrid,28250,86,C11,Hospitales Generales,20,Privados,N,0,Independent,N,Not Available
1328000080,Hospital Universitario Infanta Elena,Avenida Reyes Católicos 21,918948410,Valdemoro,Madrid,Madrid,28342,186,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,Not Available
1328000035,Hospital Virgen de La Poveda,Carretera M-952 (Acceso Al Hospital) KM.5,918608000,Villa del Prado,Madrid,Madrid,28630,202,C13,Hospitales de media y larga estancia,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,Not Available
129001087,Hospital  de Antequera,Avenida Poeta Muñoz Rojas S/N,951061008,Antequera,Málaga,Andalucía,29200,159,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,informacion2.han.sspa@juntadeandalucia.e
129001928,Hospital Vithas Xanit Internacional,Avenida De Los Argonautas S/N,952443119,Benalmádena,Málaga,Andalucía,29630,125,C11,Hospitales Generales,20,Privados,N,0,Independent,N,xanit@xanit.net
129001929,Fundación Cudeca. Centro de Cuidados Paliativos,Avenida Del Cosmos S/N,952564910,Benalmádena,Málaga,Andalucía,29631,15,C12,Hospitales especializados,20,Privados,N,0,Independent,N,Not Available
129002204,Hospital de Alta Resolución de Benalmádena,Avenida Arroyo Hondo S/N,951976000,Benalmádena,Málaga,Andalucía,29630,1,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,290252,Hospital Universitario Virgen de La Victoria,N,Not Available
129001851,Clínicas del Sur Slu,Carretera Nacional 340 S/N,952760600,Estepona,Málaga,Andalucía,29680,74,C11,Hospitales Generales,20,Privados,N,0,Independent,N,estepona@hospiten.com
129002973,Hospital Vithas Xanit Estepona,Avenida Andalucía 2 y 4,952808100,Estepona,Málaga,Andalucía,29680,10,C11,Hospitales Generales,20,Privados,N,0,Independent,N,info@cenythospital.com
129007460,Hospital de Alta Resolución de Estepona,Calle Irene Villa González 9,951976617,Estepona,Málaga,Andalucía,29680,14,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,290539,Hospital Costa del Sol,N,gerencia@hcs.es
129001091,Hospital Psiquiátrico San Francisco de Asís,Avenida Hernán Núñez de Toledo 5,952201464,Málaga,Málaga,Andalucía,29018,180,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,0,Independent,N,hospital@hospitalsanfrancisco.com
129001090,Centro Asistencial San Juan de Dios,Camino Casabermeja 126,952250550,Málaga,Málaga,Andalucía,29014,398,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,0,Independent,N,centro11@malaga1.betica.sanjuandedios-oh
129001080,Hm El Pilar,Paseo De Sancha 15,952217606,Málaga,Málaga,Andalucía,29016,24,C11,Hospitales Generales,20,Privados,N,0,Independent,N,direccion@clinicadelpilar.com
129001084,Hospital El Ángel,Calle Corregidor Nicolás Isidro 16,952045000,Málaga,Málaga,Andalucía,29007,138,C11,Hospitales Generales,20,Privados,N,0,Independent,N,elangel@analizalab.com
129001081,Hm Málaga,Avenida Carlos Haya 121,952287766,Málaga,Málaga,Andalucía,29010,105,C11,Hospitales Generales,20,Privados,N,0,Independent,N,info@clinicadelaencarnacion.com
129001085,Centro Asistencial Hnas. Hospitalarias del  Sagrado Corazón de Jesús,Calle San Juan Bosco 41,952256150,Málaga,Málaga,Andalucía,29014,321,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,0,Independent,N,Not Available
129001082,Hm Gálvez,Calle San Agustín 1,952224295,Málaga,Málaga,Andalucía,29015,62,C11,Hospitales Generales,20,Privados,N,0,Independent,N,Not Available
129001079,Hospital Vithas Parque San Antonio,Avenida Pintor Joaquín Sorolla 2,952211050,Málaga,Málaga,Andalucía,29016,100,C11,Hospitales Generales,20,Privados,N,0,Independent,N,jmtamara@parquesanantonio.nehos.com
129002504,Hospital Quironsalud Málaga,Avenida Imperio Argentina 1,952176016,Málaga,Málaga,Andalucía,29004,132,C11,Hospitales Generales,20,Privados,N,0,Independent,N,direccion.mlg@quironsalud.es
129001071,Hospital Civil,Plaza Del Hospital Civil S/N,951030300,Málaga,Málaga,Andalucía,29009,201,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,290234,Hospital Universitario Regional de Málaga,N,Not Available
129007432,Hospital Valle de Guadalhorce de Cartama,"Carretera Autovía A-357 Málaga - Campiña, Km 49 S/N",951291105,Málaga,Málaga,Andalucía,29570,28,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,290252,Hospital Universitario Virgen de La Victoria,N,Not Available
129001073,Hospital Universitario Virgen de La Victoria,Calle Campus Universitario Teatinos S/N,951032000,Málaga,Málaga,Andalucía,29010,657,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,290252,Hospital Universitario Virgen de La Victoria,N,Not Available
129001070,Hospital Materno Infantil del H.U.R.  de  Málaga,Calle Arroyo de Los Ángeles S/N,951030200,Málaga,Málaga,Andalucía,29009,349,C12,Hospitales especializados,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,290234,Hospital Universitario Regional de Málaga,N,Not Available
129001068,Hospital Universitario Regional de Málaga,Avenida Carlos Haya S/N,951030100,Málaga,Málaga,Andalucía,29010,523,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,290234,Hospital Universitario Regional de Málaga,N,Not Available
129003159,Centro de Reproducción Asistida de Marbella (Ceram),Calle Maestra Doña Carola 8,952899350,Marbella,Málaga,Andalucía,29602,22,C11,Hospitales Generales,20,Privados,N,0,Independent,N,gestion@hospitalceram.com
129001424,Hospital Ochoa,Paseo Alfonso Cañas Nogueras (Paseo Marítimo) S/N,952861400,Marbella,Málaga,Andalucía,29603,22,C11,Hospitales Generales,20,Privados,N,0,Independent,N,secretariadireccion@hospitalochoa.com
129001092,HTC Marbella International Hospital,Calle Ventura del Mar 11,952908628,Marbella,Málaga,Andalucía,29660,12,C11,Hospitales Generales,20,Privados,N,0,Independent,N,bdc@marbellahighcare.com
129000185,Helicópteros Sanitarios Hospital,Carretera Nacional 340 S/N,952816767,Marbella,Málaga,Andalucía,29600,10,C11,Hospitales Generales,20,Privados,N,0,Independent,N,Not Available
129001088,Hospital Quironsalud Marbella,Avenida Severo Ochoa 22,952774200,Marbella,Málaga,Andalucía,29603,75,C11,Hospitales Generales,20,Privados,N,0,Independent,N,Not Available
129001066,Hospital Costa del Sol,Carretera Autovía A-7 S/N,951976669,Marbella,Málaga,Andalucía,29603,408,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,290539,Hospital Costa del Sol,N,gerencia@hcs.es
129007039,Hospital de La Serranía,"Carretera Ronda-San Pedro, Km. 2 S/N",951065077,Ronda,Málaga,Andalucía,29400,150,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,direccion.hsr.sspa@juntadeandalucia.es
129001083,Hospital Internacional Hm Santa Elena,Urbanizacion Los Álamos S/N,952386266,Torremolinos,Málaga,Andalucía,29620,90,C11,Hospitales Generales,20,Privados,N,0,Independent,N,csantaelena@csantaelena.com
129001075,Hospital Marítimo de  Torremolinos,Calle Sanatorio 5,951033735,Torremolinos,Málaga,Andalucía,29620,89,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,290252,Hospital Universitario Virgen de La Victoria,N,Not Available
129001086,Clínica El Seranil,Carretera Almería S/N,952513267,Vélez-Málaga,Málaga,Andalucía,29790,60,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,0,Independent,N,clinica@seranil.com
129001077,Hospital de La Axarquia,Avenida Del Sol 43,951067010,Vélez-Málaga,Málaga,Andalucía,29740,219,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,Not Available
1430000065,Hospital Viamed San José,Calle Maestra Lola Meseguer S/N,658762214,Alcantarilla,Murcia,Región de Murcia,30820,139,C190,Otros Centros con Internamiento,20,Privados,N,0,Independent,N,sanjose@viamedsalud.com
1430000068,Hospital Centro Medico Virgen de La Caridad Caravaca,Calle Doctor Robles S/N,968705541,Caravaca de la Cruz,Murcia,Región de Murcia,30400,39,C190,Otros Centros con Internamiento,20,Privados,N,0,Independent,N,rmateo@cmvcaridad.com
1430000061,Hospital Comarcal del Noroeste,Avenida Miguel Espinosa S/N,968709100,Caravaca de la Cruz,Murcia,Región de Murcia,30400,115,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,josea.gallardo@carm.es
1430000348,Hospital C. M. Virgen de La Caridad Cartagena,Calle Jorge Juan 30,968506666,Cartagena,Murcia,Región de Murcia,30205,59,C190,Otros Centros con Internamiento,20,Privados,N,0,Independent,N,amelia@cmvcaridad.com
1430000001,Hospital Ntra. Sra. del Perpetuo Socorro,Calle Sebastián Feringan 12,968510500,Cartagena,Murcia,Región de Murcia,30205,214,C190,Otros Centros con Internamiento,20,Privados,N,0,Independent,N,directoragerente@hperpetuosocorro.es
1430002216,Hospital Perpetuo Socorro Alameda,Calle Alameda San Antón 6,968510500,Cartagena,Murcia,Región de Murcia,30205,93,C190,Otros Centros con Internamiento,20,Privados,N,0,Independent,N,directora-gestion@perpetuosocorro.es
1430000054,Santo y Real Hospital de Caridad,Camino Barrio Peral S/N,968510300,Cartagena,Murcia,Región de Murcia,30310,154,C13,Hospitales de media y larga estancia,20,Privados,N,0,Independent,N,Not Available
1430000062,Hospital Santa María del Rosell,Paseo Alfonso Wii 61,968504800,Cartagena,Murcia,Región de Murcia,30203,41,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,300351,Complejo Hospitalario de Cartagena CHC,N,Not Available
1430000036,Hospital General Universitario Santa Lucia,Calle Mezquita (Paraje Los Arcos) S/N,968128600,Cartagena,Murcia,Región de Murcia,30202,603,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,300351,Complejo Hospitalario de Cartagena CHC,N,Not Available
1430000066,Fundación Hospital Real Piedad,Plaza Mesoncico 3,968741156,Cehegín,Murcia,Región de Murcia,30430,40,C13,Hospitales de media y larga estancia,20,Privados,N,0,Independent,N,fundacionrealpiedad@hrpiedad.es
1430000058,Hospital de La Vega Lorenzo Guirao,Carretera De Abaran S/N,968775550,Cieza,Murcia,Región de Murcia,30530,124,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,luis.javega@carm.es
1430000064,Hospital Virgen del Alcázar de Lorca,Alameda De Los Tristes S/N,968468600,Lorca,Murcia,Región de Murcia,30800,175,C190,Otros Centros con Internamiento,20,Privados,N,0,Independent,N,hospital@virgendelalcazar.com
1430000063,Hospital Rafael Méndez,"Carretera Nacional 340, Km 589 S/N",968445500,Lorca,Murcia,Región de Murcia,30817,287,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,miguela.quinonero@carm.es
1430000002,Ribera Hospital de Molina,Calle Asociación S/N,968644030,Molina de Segura,Murcia,Región de Murcia,30500,83,C190,Otros Centros con Internamiento,20,Privados,N,0,Independent,N,phernandez@hospitaldemolina.com
1430000057,Hospital  Ibermutuamur - Patología Laboral,Calle Antonio Rocamora 4,968394000,Murcia,Murcia,Región de Murcia,30100,26,C12,Hospitales especializados,21,Mútuas Colaboradoras con La Seguridad Social,N,0,Independent,N,mariadoloressalva@ibermutua.es
1430000003,Hospital Mesa del Castillo,Ronda Sur 20,968246116,Murcia,Murcia,Región de Murcia,30010,76,C190,Otros Centros con Internamiento,20,Privados,N,0,Independent,N,begomora@mesadelcastillo.com
1430000004,"Ita Clinic Bcn, S L",Finca El Mayayo 16,968889096,Murcia,Murcia,Región de Murcia,30120,62,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,0,Independent,N,gerencia@clinicasanfelipe.es
1430000056,Sanatorio Dr. Muñoz,Carretera Cartagena 59,968885550,Murcia,Murcia,Región de Murcia,30120,50,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,0,Independent,N,Not Available
1430000055,Hospital Quironsalud Murcia,Calle Miguel Hernández 12,968365000,Murcia,Murcia,Región de Murcia,30011,131,C11,Hospitales Generales,20,Privados,N,0,Independent,N,pilar.jimenez@quiron.es
1430000053,Hospital La Vega Grupo Ha,Calle Doctor Román Alberca S/N,968278100,Murcia,Murcia,Región de Murcia,30008,142,C11,Hospitales Generales,20,Privados,N,0,Independent,N,admon@clinicavirgendelavega.es
1430000060,Hospital Clínico Universitario Virgen de La Arrixaca,Carretera Madrid-Cartagena S/N,968369500,Murcia,Murcia,Región de Murcia,30120,920,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,marianae.villaescusa@carm.es
